name,accepts_ebt,distributes_health_bucks,open_year_round,address,borough,latitude,longitude,point_geometry_wgs84
Harvest Home Metropolitan Hospital Farmers Market,Yes,true,false,E. 97th St. & 2nd Ave.,Manhattan,40.784943,-73.946589,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x007p\x07\xEA\x94|R\xC0\xAF\x1C!\x03ydD@
Project EATS Farm Stand at Essex Crossing,Yes,true,false,115 Delancey St.,Manhattan,40.719322,-73.987817,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB4[\xCBd8\x7FR\xC0\x8A\xA5H\xBE\x12\x5CD@
Bronx Park East Farmers Market,Yes,true,false,2222 Bronx Park E. (near Bradley Playground),Bronx,40.851713,-73.867786,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00N{J\xCE\x89wR\xC0\xFDI|\xEE\x04mD@
La Familia Verde Farmers Market / Highbridge Farmers Market,Yes,true,false,1430 Plimpton Ave.,Bronx,40.843627,-73.922243,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC1\xFD\x80\x07\x06{R\xC0\xE2\x823\xF8\xFBkD@
Riverdale Neighborhood House,Yes,true,false,5521 Mosholu Ave.,Bronx,40.903039,-73.90375,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA4p=\x0A\xD7yR\xC0\x9C\x01.\xC8\x96sD@
Eastern Parkway Farm Stand,TBD,false,false,1420 Eastern Parkway,Brooklyn,40.668787,-73.921582,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00D\xA5\x113\xFBzR\xC0\xB8~\xFA\xCF\x9AUD@
Domino Park Greenmarket,Yes,true,false,River St. bet S 1st St. and S. 3rd St.,Brooklyn,40.715385,-73.967441,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xCF\xF3\xA7\x8D\xEA}R\xC0F\x86U\xBC\x91[D@
RiseBoro Farmers Market at Maria Hernandez Park,Yes,true,false,Knickerbocker Ave. bet Sudyam St. & Starr St.,Brooklyn,40.702811,-73.92539,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE8\x82\xFA\x969{R\xC0q\x22\xFA\xB5\xF5YD@
Woodhull Hospital Farmstand,Yes,true,false,Broadway & Graham Ave.,Brooklyn,40.701022,-73.942202,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00s\x0E\x9E\x09M|R\xC0d\xE3\xC1\x16\xBBYD@
Harvest Home Brower Park Farm Stand,Yes,true,false,Brooklyn Ave. & Prospect Place,Brooklyn,40.674,-73.944544,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x83h\xADhs|R\xC0\x85\xC0\xCA\xA1EVD@
Seeds in the Middle - Brownsville I.S. 392 Farm Stand,Yes,true,false,104 Sutter Ave.,Brooklyn,40.665965,-73.918107,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA3\xCE\xDCC\xC2zR\xC0\xEB\xA3SW>UD@
Urban Oasis,No,false,false,681 Clarkson Ave.,Brooklyn,40.657269,-73.934066,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8E\x93\xC2\xBC\xC7{R\xC0Y\xD6\xFDc!TD@
Seeds in the Middle - Crown Heights - Clara Barton HS Farm Stand,Yes,true,false,901 Classon Ave.,Brooklyn,40.669567,-73.961962,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAA\x7F\x10\xC9\x90}R\xC0\x8C\xBD\x17_\xB4UD@
Black Radish Farmers Market,Yes,true,false,12020 Flatlands Ave.,Brooklyn,40.651146,-73.888606,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE1A\xB3\xEB\xDExR\xC0\xEBu\x8B\xC0XSD@
PS 11 Farm Market,No,false,false,320 W. 21st St.,Manhattan,40.744349,-74.000253,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00u\xAE(%\x04\x80R\xC0\xBC\xE7\xF9\xD3F_D@
Uptown Good Food Farm Stand,Yes,true,false,330 St. Nicholas Ave. (St. Nicholas Miracle Garden),Manhattan,40.81172,-73.951795,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC4_\x935\xEA|R\xC0(\xC1\xE2p\xE6gD@
Abingdon Square Greenmarket,Yes,true,true,Hudson St. & W 12th St.,Manhattan,40.737553,-74.005687,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xCA\xC0\x01-]\x80R\xC0\x87\x08\xFF\x22h^D@
Market in the Heights at CCNY,Yes,true,false,138th St. & Convent Ave.,Manhattan,40.819407,-73.950171,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE3\xA6\x06\x9A\xCF|R\xC0\x88\x8E\x1DT\xE2hD@
Grass Roots Farmers' Market,Yes,true,false,"W. 145th St. bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",Manhattan,40.823647,-73.943844,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA7!\xAA\xF0g|R\xC0j9\xD0CmiD@
Bro Sis Green Youth Market,Yes,true,false,"Amsterdam bet W. 143rd & 144th Sts., at Johnny Hartman Plaza",Manhattan,40.82394,-73.948552,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8C\xA3r\x13\xB5|R\xC0\xE1\xEE\xAC\xDDviD@
Columbia Greenmarket,Yes,true,true,Broadway & 114th St.,Manhattan,40.807145,-73.964265,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00[\xEB\x8B\x84\xB6}R\xC0\xA1\x10\x01\x87PgD@
Morningside Park's Down to Earth Farmers Market,Yes,true,true,W. 110th St. & Manhattan Ave.,Manhattan,40.801155,-73.959647,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x17-@\xDBj}R\xC0r\x03>?\x8CfD@
JBOLC Garden Community Farmers Market,Yes,true,false,Sedgwick Ave. & Goulden Ave.,Bronx,40.882647,-73.886562,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x16\xF8\x8An\xBDxR\xC0\xCFt\xAF\x93\xFApD@
Carroll Gardens Greenmarket,Yes,true,true,Smith & Carroll Sts.,Brooklyn,40.680761,-73.99552,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE4\xA0\x84\x99\xB6\x7FR\xC05\xB2+-#WD@
Fresh Vibes Market at Blue Cross Blue Shield @ Church Avenue,Yes,true,false,2009 Church Ave.,Brooklyn,40.650241,-73.960632,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00n\xDF\xA3\xFEz}R\xC0X\xC2\xDA\x18;SD@
Cortelyou Greenmarket,Yes,true,true,Cortelyou bet Rugby & Argyle,Brooklyn,40.64051,-73.966021,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF3\x8F\xBEI\xD3}R\xC0iaO;\xFCQD@
East New York Farmers Market,Yes,true,false,Schenck Ave. bet New Lots & Livonia Aves,Brooklyn,40.665296,-73.886557,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8DB\x92Y\xBDxR\xC0n\x14Yk(UD@
McGolrick Park's Down to Earth Farmers Market,Yes,true,false,Russell St. & Nassau Ave. (center of park),Brooklyn,40.725617,-73.944497,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE3\x8A\x8B\xA3r|R\xC0\xF75\x92\x04\xE1\x5CD@
East New York Farmers Stand I,Yes,true,false,Euclid & Pitkin Aves.,Brooklyn,40.675404,-73.871914,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00,\xBB`p\xCDwR\xC05\xCBe\xA3sVD@"
Fresh Vibes Market at Canarsie Pier,Yes,true,false,Canarsie Veteran's Circle,Brooklyn,40.6289,-73.8842,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE4\xC7\x98\xBB\x96xR\xC0):\x92\xCB\x7FPD@
Seeds in the Middle - Ocean Hill - Brownsville Farm Stand,Yes,true,false,2163 Dean St.,Brooklyn,40.675024,-73.915778,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00]\x19T\x1B\x9CzR\xC0\xEF\x01\xBA/gVD@
Perez Farm Stand,Yes,true,false,"134-20 Jamaica Ave., by the Axel Building",Queens,40.70236,-73.818531,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC7\xF0\xD8\xCFbtR\xC0^\x02\xB7\xEE\xE6YD@
Rockaway Market @ Beach 60th,No,false,false,Rockaway Freeway & Beach 60th St.,Queens,40.592902,-73.789051,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x12\xF8\xC3\xCF\x7FrR\xC0\xD4\xDDu6\xE4KD@
Cunningham Park's Down to Earth Farmers Market,Yes,true,false,Union Turnpike & 196th Place,Queens,40.731082,-73.773997,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xEF\x8C\xB6*\x89qR\xC0\xDCXP\x18\x94]D@
PS 57 Farmstand,Yes,true,false,115th St. & 3rd Ave. (SW corner),Manhattan,40.797577,-73.94128,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00@\x18x\xEE=|R\xC0[\x85\xCD\x00\x17fD@
Union Square Greenmarket,Yes,true,true,Union Square W. & 17th St.,Manhattan,40.737133,-73.990329,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF2\xD1\xE2\x8Ca\x7FR\xC0\xB6\xE6\xC7_Z^D@
Stuyvesant Town Greenmarket,Yes,true,false,South end of Stuyvesant Town Oval,Manhattan,40.731498,-73.97818,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00{fI\x80\x9A~R\xC0r\x8B\xF9\xB9\xA1]D@
Bowling Green Greenmarket,Yes,true,false,Broadway at Battery Place,Manhattan,40.704549,-74.01429,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00;\xAA\x9A \xEA\x80R\xC0\xFB\xB6`\xA9.ZD@
Mount Sinai Greenmarket,Yes,true,false,Madison Ave. & 99th St.,Manhattan,40.789386,-73.952595,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00R\xD5\x04Q\xF7|R\xC0\xCA\xF5\xB6\x99\x0AeD@
79th Street Greenmarket,Yes,true,true,79th St. & Columbus Ave.,Manhattan,40.782295,-73.975244,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB2g\xCFej~R\xC0\x85i\x18>\x22dD@
Bissel Gardens Farmers Market,Yes,true,false,Baychester Ave. & E. 241st St.,Bronx,40.90152,-73.846937,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00n1?74vR\xC0PX\xE2\x01esD@
Harvest Home St. Mary's Park Farm Stand,Yes,true,false,E. 149th St. & Eagle Ave. (St. Mary's Park),Bronx,40.8139,-73.911812,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00l\x06\xB8 [zR\xC0q\x1B\x0D\xE0-hD@
Poe Park Greenmarket,Yes,true,false,E. 192nd St. bet Grand Concourse & Valentine,Bronx,40.86431,-73.895379,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9D\xA1\xB8\xE3MyR\xC0\x8A\xCD\xC7\xB5\xA1nD@
BronxWorks Farm Stand,Yes,true,false,1130 Grand Concourse,Bronx,40.832759,-73.919296,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFF\xD5\xE3\xBE\xD5zR\xC0\x8E9\xCF\xD8\x97jD@
Harvest Home Mt. Eden Malls Farmers Market,Yes,true,false,Mt. Eden & Morris Aves (Claremont Park),Bronx,40.8429,-73.909558,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00,\xF4\xC126zR\xC03\xE6\xAE%\xE4kD@"
Mott Haven Farm Stand,Yes,true,false,541 E. 139th St. (Padre Plaza Garden),Bronx,40.807883,-73.917885,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00K\x1F\xBA\xA0\xBEzR\xC0G\xFF\xCB\xB5hgD@
Kingsbridge-Riverdale Farmers' Market,Yes,false,false,260 W. 231st St.,Bronx,40.880038,-73.907005,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xBE\x13\xB3^\x0CzR\xC0^\x9E\xCE\x15\xA5pD@
Fresh Vibes Market at Emblem Health,Yes,true,false,101 Pennsylvania Ave.,Brooklyn,40.675209,-73.896508,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8D&\x17c`yR\xC0\x83{\x9E?mVD@
Brooklyn Borough Hall Greenmarket,Yes,true,true,Montague & Court Sts.,Brooklyn,40.693722,-73.990455,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x008J^\x9Dc\x7FR\xC0\x05B\xEB\xE1\xCBXD@
Edible Schoolyard NYC's Farm Stand at PS 216,Yes,true,false,350 Ave. X,Brooklyn,40.590564,-73.969964,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x08\x93\xE2\xE3\x13~R\xC0\xF4\x18\xE5\x99\x97KD@
Cypress Hills Farmstand,Yes,true,false,Fulton St. bet Richmond and Logan Sts. (in front of Cypress Hills Senior Center),Brooklyn,40.682391,-73.913554,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00RH2\xABwzR\xC0\xDB\x0A\x9A\x96XWD@
Fort Greene Greenmarket,Yes,true,true,Washington Park & Dekalb Ave.,Brooklyn,40.691457,-73.973421,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00V\x0F\x98\x87L~R\xC0\x8F\xCB\xB8\xA9\x81XD@
Harvest Home Utica Avenue Farmers Market,Yes,true,false,Eastern Parkway bet Utica & Rochester Aves,Brooklyn,40.668754,-73.930136,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00D5%Y\x87{R\xC0\xDC\x88\x27\xBB\x99UD@
Grand Army Plaza Greenmarket,Yes,true,true,Grand Army Plaza,Brooklyn,40.672525,-73.969799,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b,\xD3/\x11~R\xC0\x07_\x98L\x15VD@"
Queens Farm @ Jamaica Hospital,Yes,true,false,134-20 Jamaica Ave.,Queens,40.70236,-73.818531,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC7\xF0\xD8\xCFbtR\xC0^\x02\xB7\xEE\xE6YD@
Sovereign Markets,Yes,false,false,Laurelton Long Island Railroad Station Commuter Parking Lot - Prospect Ct. bet 224th & 225th Sts.,Queens,40.668389,-73.751972,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00~\xE0*O pR\xC0\xC8\x00P\xC5\x8DUD@
Staten Island Mall Greenmarket,Yes,true,false,Marsh Ave. & Ring Road,Staten Island,40.583804,-74.161245,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00/i\x8C\xD6Q\x8AR\xC0\x11\xA3\xE7\x16\xBAJD@
St. George Greenmarket,Yes,true,true,St Marks Pl. & Hyatt St.,Staten Island,40.641586,-74.0779,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF0\x16HP\xFC\x84R\xC0$\xC9s}\x1FRD@
Tompkins Square Greenmarket,Yes,true,true,7th St. & Ave. A,Manhattan,40.726054,-73.983534,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00C \x978\xF2~R\xC0\xA5\x90dV\xEF\x5CD@
175th Street Greenmarket,Yes,true,false,W. 175th St. bet. Wadsworth Ave. & Broadway,Manhattan,40.845948,-73.937811,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0F\xB5m\x18\x05|R\xC0\xEE\x0E)\x06HlD@
Harlem Meer Farmstand,Yes,true,false,Central Park N & Malcom X Blvd,Manhattan,40.798038,-73.95191,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x10\xAF\xEB\x17\xEC|R\xC0\x8D{\xF3\x1B&fD@
NYP Youth Market - Broadway,No,false,false,4781-4783 Broadway,Manhattan,40.865881,-73.926314,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xED\xF4\x83\xBAH{R\xC0)\x9DH0\xD5nD@
170 Farm Stand,Yes,true,false,1406 Townsend Ave.,Bronx,40.840138,-73.916591,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB53Lm\xA9zR\xC0;\x10Y\xA4\x89kD@
Lincoln Hospital Greenmarket,Yes,true,false,E. 149th St. bet Park & Morris Aves,Bronx,40.818013,-73.925185,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFCo%;6{R\xC0\xF8Ye\xA6\xB4hD@
Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand,Yes,true,false,Orloff Ave. & Gale Place,Bronx,40.884532,-73.892172,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0B\x9A\x96X\x19yR\xC0\xF9!6X8qD@
Bronx Borough Hall Greenmarket,Yes,true,false,161st St. & Grand Concourse,Bronx,40.827335,-73.922911,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x98\x87L\xF9\x10{R\xC0\x08\xEB\xFF\x1C\xE6iD@
Seeds in the Middle East Flatbush Farm Stand 2,Yes,true,false,4801 Ave. D (PS 208),Brooklyn,40.642031,-73.931151,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD0(]\xFA\x97{R\xC0U\x02b\x12.RD@
Weeksville Farm Stand,Yes,true,false,15 Buffalo Ave.,Brooklyn,40.678508,-73.924628,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD1=\xEB\x1A-{R\xC0\x87\x09\xA3Y\xD9VD@
Crown Heights Farmstand,Yes,true,true,Nostrand Ave. and Crown St. (NW corner),Brooklyn,40.666472,-73.950807,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB4s\x9A\x05\xDA|R\xC0\x90\xD9Y\xF4NUD@
Seeds in the Middle Crown Heights Farm Stand,Yes,true,false,750 Classon Ave. (PS 216),Brooklyn,40.6744,-73.960254,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9Bv1\xCDt}R\xC0\x126<\xBDRVD@
Project EATS Brownsville Farm Stand,Yes,true,false,300 Chester St.,Brooklyn,40.664477,-73.910384,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00N\xB3@\xBBCzR\xC0\xDC\xF8\x13\x95\x0DUD@
Fresh Vibes Market at Blue Cross Blue Shield @ Knickerbocker Avenue,Yes,true,false,364 Knickerbocker Ave.,Brooklyn,40.70048,-73.921519,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00!\xE9\xD3*\xFAzR\xC0F\xC0!T\xA9YD@
Isabahlia Farmers Market,Yes,true,false,410 Livonia Ave. (In Front of Powell St. Garden),Brooklyn,40.663532,-73.902236,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x87Q\x10<\xBEyR\xC0\xBA\xEC\xD7\x9D\xEETD@
Hattie Carthan Herbal Apothecary/ Market,Yes,false,false,48 Van Buren St.,Brooklyn,40.690036,-73.943557,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x5C:\xE6<c|R\xC0\x06\x88\x82\x19SXD@
Hattie Carthan Community Market,Yes,false,false,363-365 Clifton Place,Brooklyn,40.689628,-73.946882,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF3\xCA\xF5\xB6\x99|R\xC0\xF43\xF5\xBAEXD@
Harvest Home Coney Island Hospital Farmers Market,Yes,true,false,Ocean Parkway bet Ave. Z & Shore Parkway,Brooklyn,40.5867,-73.96615,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF2A\xCFf\xD5}R\xC0\x15HP\xFC\x18KD@
Fresh Vibes Market at the American Beverage Association,Yes,true,false,2010 Fulton St.,Brooklyn,40.678542,-73.917821,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00@\xA5J\x94\xBDzR\xC01{\xD9v\xDAVD@
Flatbush Junction Farmstand,Yes,true,false,Nostrand & Flatbush Aves,Brooklyn,40.632886,-73.947698,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x04\x1F\x83\x15\xA7|R\xC0Q\x0C\x90h\x02QD@
Ridgewood Farmstand,Yes,true,false,Cypress Ave. bet Myrtle Ave. & Putnam Ave.,Queens,40.700403,-73.90668,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFC\xFB\x8C\x0B\x07zR\xC0\x9B\x825\xCE\xA6YD@
Corona Greenmarket,Yes,true,false,Roosevelt Ave. & 103rd St.,Queens,40.749869,-73.862726,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00+\xDA\x1C\xE76wR\xC0b\xA4\x17\xB5\xFB_D@
NYP Youth Market - Queens,No,false,false,73-15 Northern Blvd.,Queens,40.754714,-73.893504,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x17\xB6f+/yR\xC0\xAA\xEA\xE5w\x9A`D@
